         633662181 function calls (624021167 primitive calls) in 545.928 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   565056    0.423    0.000    1.149    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\computation\expressions.py:186(_has_bool_dtype)
   141676    0.414    0.000    0.900    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\tensor.py:933(grad)
   565056    0.414    0.000    1.565    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\ops\__init__.py:88(get_op_result_name)
   565056    0.411    0.000    2.124    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\construction.py:580(is_empty_data)
   582759    0.409    0.000    1.038    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:1296(is_float_dtype)
    69913    0.408    0.000    3.735    0.000 ..\highway_env\road\road.py:51(get_closest_lane_index)
    88305    0.405    0.000    2.181    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\missing.py:193(_isna_ndarraylike)
    18365    0.405    0.000    0.405    0.000 {method 'log_softmax' of 'torch._C._TensorBase' objects}
   141264    0.404    0.000    2.014    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexing.py:1133(_convert_to_indexer)
    52977    0.401    0.000   91.913    0.002 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\frame.py:1660(from_records)
   565056    0.400    0.000    0.400    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\arrays\numpy_.py:50(__init__)
    52977    0.399    0.000   21.809    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:3256(take)
   176592    0.398    0.000    2.650    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:5729(_maybe_cast_data_without_dtype)
   211920    0.393    0.000    3.381    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\missing.py:358(array_equivalent)
  1130112    0.392    0.000    0.392    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\_ufunc_config.py:429(__init__)
  2313339    0.392    0.000    0.392    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:233(mgr_locs)
   713108    0.375    0.000    0.375    0.000 {built-in method builtins.max}
   798838    0.372    0.000    0.372    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
   601714    0.371    0.000    4.417    0.000 {built-in method builtins.all}
   763525    0.369    0.000   14.036    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\activation.py:358(forward)
    70644    0.368    0.000    5.476    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\concat.py:110(concat_compat)
    16900    0.368    0.000    0.368    0.000 {built-in method norm}
    67700    0.367    0.000   20.293    0.000 ..\highway_env\vehicle\controller.py:79(act)
   353160    0.366    0.000    0.789    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:4979(_maybe_cast_indexer)
   176592    0.364    0.000    1.202    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\range.py:134(_simple_new)
   459114    0.362    0.000    0.806    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:608(is_dtype_equal)
   565056    0.354    0.000    0.354    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\ops\missing.py:136(dispatch_fill_zeros)
    34130    0.354    0.000    5.524    0.000 ..\highway_env\envs\highway_env_v1.py:60(_agent_reward)
   635724    0.354    0.000    1.347    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1855(_asarray_compat)
   123609    0.354    0.000    1.879    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\common.py:97(is_bool_indexer)
     1300    0.353    0.000    1.432    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\optim\functional.py:53(adam)
   407937    0.353    0.000    0.843    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:696(is_integer_dtype)
   158937    0.352    0.000    6.455    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\frame.py:441(__init__)
   267236    0.351    0.000    2.334    0.000 ..\highway_env\road\road.py:276(<lambda>)
    18365    0.346    0.000    0.346    0.000 {built-in method exp}
   781327    0.342    0.000    0.342    0.000 {built-in method numpy.zeros}
  1783545    0.340    0.000    0.340    0.000 {pandas._libs.lib.is_scalar}
   194241    0.335    0.000    0.657    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexing.py:2126(convert_to_index_sliceable)
   288803    0.333    0.000    6.017    0.000 {method 'clip' of 'numpy.generic' objects}
   176598    0.332    0.000    0.614    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:692(_consolidate_check)
    52977    0.332    0.000    0.332    0.000 {pandas._libs.lib.dicts_to_array}
   706368    0.327    0.000    0.419    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:905(is_datetime64_any_dtype)
   500750    0.325    0.000   13.651    0.000 <__array_function__ internals>:2(clip)
   295914    0.322    0.000    0.322    0.000 ..\highway_env\utils.py:39(wrap_to_pi)
   882960    0.312    0.000    0.396    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:216(ndim)
  1029153    0.311    0.000    2.269    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\_methods.py:53(_any)
   194253    0.306    0.000    0.891    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:498(_shallow_copy)
   473096    0.303    0.000    4.960    0.000 ..\highway_env\vehicle\kinematics.py:175(check_collision)
    31200    0.303    0.000    0.303    0.000 {method 'mul_' of 'torch._C._TensorBase' objects}
    70638    0.302    0.000    0.531    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\cast.py:1570(construct_1d_object_array_from_listlike)
   390945    0.297    0.000    0.469    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\container.py:107(__iter__)
    52977    0.295    0.000   11.105    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:3294(reindex)
   353184    0.295    0.000    0.738    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:750(is_signed_integer_dtype)
  1178723    0.291    0.000    0.421    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\linalg\linalg.py:112(isComplexType)
   141264    0.288    0.000    9.212    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:3574(_set_item)
    87114    0.287    0.000    3.051    0.000 {built-in method builtins.sorted}
   229569    0.284    0.000    5.167    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:5199(_protect_consolidate)
    52977    0.283    0.000   31.952    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1684(create_block_manager_from_arrays)
   282528    0.279    0.000    0.815    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:3611(_check_setitem_copy)
    67700    0.274    0.000    0.274    0.000 ..\highway_env\road\road.py:286(_compute_headway_distance)
       48    0.273    0.006    0.273    0.006 {method 'cuda' of 'torch._C._TensorBase' objects}
    52977    0.272    0.000   18.061    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1247(reindex_indexer)
  1131966    0.271    0.000    0.424    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:188(<lambda>)
   565056    0.264    0.000    1.504    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\ops\dispatch.py:11(should_extension_dispatch)
   547437    0.262    0.000    0.262    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:544(_reset_identity)
    70632    0.261    0.000    2.294    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexing.py:719(_convert_tuple)
   105960    0.260    0.000    2.410    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:5653(default_index)
    48546    0.259    0.000    0.520    0.000 ..\highway_env\utils.py:54(point_in_rotated_rectangle)
   194259    0.259    0.000    2.794    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\missing.py:130(_isna)
   776952    0.255    0.000    0.255    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1584(_block)
    42380    0.255    0.000  364.229    0.009 ..\highway_env\envs\common\observation.py:409(<genexpr>)
    17655    0.250    0.000    1.821    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:874(_interleave)
    52977    0.245    0.000    0.444    0.000 {pandas._libs.lib.fast_unique_multiple_list_gen}
   229557    0.243    0.000    1.365    0.000 <__array_function__ internals>:2(atleast_2d)
    70632    0.243    0.000    3.558    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:5560(copy)
   105954    0.241    0.000    0.722    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\cast.py:598(_ensure_dtype_type)
   353184    0.241    0.000    0.613    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:806(is_unsigned_integer_dtype)
   211896    0.241    0.000    0.624    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:3180(_set_as_cached)
   728946    0.239    0.000    0.358    0.000 ..\highway_env\vehicle\kinematics.py:215(destination)
   317856    0.239    0.000    0.239    0.000 {pandas._libs.internals.get_blkno_placements}
    31200    0.238    0.000    0.238    0.000 {method 'add_' of 'torch._C._TensorBase' objects}
    70632    0.235    0.000    4.262    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\frame.py:2816(_ixs)
   211896    0.234    0.000    0.708    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:642(should_store)
    70632    0.230    0.000    6.233    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\frame.py:3095(_iset_item)
   267130    0.230    0.000    3.477    0.000 {built-in method builtins.sum}
   158937    0.227    0.000    4.488    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:5213(f)
   370821    0.226    0.000    0.226    0.000 {method 'clear' of 'dict' objects}
  1131966    0.225    0.000    0.225    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:183(classes_and_not_datetimelike)
   594010    0.224    0.000    0.224    0.000 {built-in method __new__ of type object at 0x000000006CD82A00}
   590278    0.223    0.000    0.223    0.000 ..\highway_env\road\road.py:39(get_lane)
    17661    0.222    0.000    1.806    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1915(_merge_blocks)
    10127    0.221    0.000   10.501    0.001 ..\highway_env\road\road.py:297(step)
    70632    0.216    0.000    0.704    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexing.py:627(_ensure_listlike_indexer)
    88293    0.216    0.000    0.374    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:554(_engine)
  1377366    0.213    0.000    0.213    0.000 {pandas._libs.lib.is_float}
   794661    0.210    0.000    0.210    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:315(dtype)
    52977    0.209    0.000   18.931    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\construction.py:732(<listcomp>)
    70632    0.208    0.000    3.356    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexing.py:588(_get_setitem_indexer)
   565056    0.206    0.000    0.795    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\ops\__init__.py:307(_align_method_SERIES)
     1300    0.206    0.000    0.206    0.000 {built-in method ones_like}
   370821    0.203    0.000    0.429    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:3250(_clear_item_cache)
   529752    0.203    0.000    4.716    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:163(blknos)
   194271    0.203    0.000    2.553    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:566(is_string_dtype)
   724023    0.202    0.000    0.202    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:365(_get_axis_number)
   158949    0.200    0.000    3.285    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\concat.py:480(<genexpr>)
   105966    0.198    0.000    0.409    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\missing.py:456(_array_equivalent_object)
    52977    0.197    0.000   59.055    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\construction.py:60(arrays_to_mgr)
   176592    0.196    0.000    1.098    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:5675(_maybe_cast_with_dtype)
   688665    0.195    0.000    0.195    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:232(attrs)
   141264    0.193    0.000    0.426    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1562(from_blocks)
    17655    0.192    0.000    9.169    0.001 ..\highway_env\envs\common\observation.py:193(<listcomp>)
   476769    0.191    0.000    0.245    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\common.py:329(apply_if_callable)
   211896    0.191    0.000    0.303    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1622(internal_values)
   105954    0.189    0.000    0.793    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:4720(_maybe_promote)
   353160    0.189    0.000    0.189    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:1755(is_floating)
   176598    0.187    0.000    0.359    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:138(<listcomp>)
    15600    0.187    0.000    0.187    0.000 {method 'sqrt' of 'torch._C._TensorBase' objects}
    15600    0.186    0.000    0.186    0.000 {method 'addcdiv_' of 'torch._C._TensorBase' objects}
   423822    0.184    0.000    0.798    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:684(is_consolidated)
    70632    0.184    0.000    2.312    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:786(copy)
   176592    0.179    0.000    0.672    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:1182(name)
    70644    0.179    0.000    0.668    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:176(_consolidate_key)
    52977    0.178    0.000   23.197    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:3355(_take_with_is_copy)
   244044    0.176    0.000    0.199    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\construction.py:637(<genexpr>)
   416474    0.176    0.000    0.176    0.000 {method 'get' of 'dict' objects}
    70632    0.176    0.000    0.707    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\range.py:393(_shallow_copy)
   264885    0.175    0.000    4.034    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:986(_consolidate_inplace)
    70632    0.174    0.000    0.566    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:1925(_can_hold_element)
   282528    0.174    0.000    0.429    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\frame.py:1099(__len__)
    69452    0.173    0.000    8.114    0.000 ..\highway_env\road\road.py:265(close_vehicles_to)
     1300    0.172    0.000    1.475    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\utils\clip_grad.py:9(clip_grad_norm_)
   176598    0.171    0.000    0.249    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:693(<listcomp>)
    35322    0.167    0.000   30.818    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\frame.py:7614(append)
   211947    0.167    0.000    4.859    0.000 {method 'clip' of 'numpy.ndarray' objects}
   211920    0.166    0.000    0.209    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:150(ensure_python_int)
    28903    0.165    0.000    0.468    0.000 ..\highway_env\vehicle\behavior.py:111(acceleration)
   141264    0.165    0.000    0.517    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:1719(__contains__)
   353202    0.161    0.000    0.239    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:326(<genexpr>)
   194247    0.160    0.000    1.765    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:2000(inferred_type)
    15600    0.159    0.000    0.159    0.000 {method 'addcmul_' of 'torch._C._TensorBase' objects}
    52977    0.159    0.000   21.390    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\construction.py:498(to_arrays)
   282552    0.158    0.000    0.158    0.000 {method 'fill' of 'numpy.ndarray' objects}
     5394    0.157    0.000    0.750    0.000 ..\highway_env\utils.py:120(<listcomp>)
   759297    0.157    0.000    0.157    0.000 {pandas._libs.lib.item_from_zerodim}
   264897    0.154    0.000    0.205    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:520(is_)
    35322    0.153    0.000   30.562    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\reshape\concat.py:70(concat)
   105960    0.152    0.000    0.270    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\common.py:190(all_none)
    17655    0.152    0.000    0.963    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\cast.py:1448(find_common_type)
   211896    0.152    0.000    0.152    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:319(iget)
   211896    0.151    0.000    0.361    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\frame.py:3162(_ensure_valid_index)
   123615    0.150    0.000    0.181    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\_asarray.py:298(<setcomp>)
    69110    0.150    0.000    3.862    0.000 ..\highway_env\vehicle\kinematics.py:154(on_state_update)
    35322    0.149    0.000    2.291    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\api.py:161(union_indexes)
   935955    0.149    0.000    0.149    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:3873(_values)
   282552    0.145    0.000    0.266    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:471(ndim)
    52977    0.144    0.000    0.530    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:701(take)
    86175    0.143    0.000    0.695    0.000 ..\highway_env\road\lane.py:92(after_end)
    35310    0.143    0.000    0.143    0.000 {pandas._libs.algos.take_2d_axis0_int64_int64}
   282552    0.143    0.000    0.143    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\frame.py:568(axes)
  1178723    0.143    0.000    0.143    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\linalg\linalg.py:2359(_norm_dispatcher)
    70644    0.143    0.000    3.679    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\concat.py:465(_is_uniform_join_units)
    35310    0.142    0.000    0.142    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
   158925    0.142    0.000    0.216    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:2750(_extend_blocks)
   390958    0.141    0.000    0.141    0.000 {built-in method builtins.iter}
   141264    0.137    0.000    0.360    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexing.py:1682(<genexpr>)
  1072132    0.134    0.000    0.134    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\fromnumeric.py:3071(_ndim_dispatcher)
   950302    0.134    0.000    0.134    0.000 ..\highway_env\road\lane.py:161(width_at)
   282528    0.134    0.000    0.223    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:447(_info_axis)
   423864    0.133    0.000    1.834    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:603(<genexpr>)
   211896    0.132    0.000    0.195    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexing.py:663(<genexpr>)
   972074    0.131    0.000    0.131    0.000 {built-in method torch._C._is_torch_function_enabled}
   106086    0.131    0.000    0.632    0.000 <__array_function__ internals>:2(concatenate)
   194271    0.131    0.000    2.350    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:1541(_is_dtype)
    18475    0.131    0.000    5.631    0.000 ..\highway_env\vehicle\behavior.py:74(act)
   671010    0.130    0.000    0.130    0.000 {pandas._libs.lib.is_integer}
    70632    0.130    0.000    0.177    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\cast.py:1731(validate_numeric_casting)
    32658    0.129    0.000    0.338    0.000 ..\highway_env\road\lane.py:78(is_reachable_from)
   211896    0.129    0.000    0.129    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1080(value_getitem)
   211896    0.126    0.000    0.429    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\series.py:540(_values)
    35316    0.126    0.000    2.060    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:815(as_array)
    35322    0.126    0.000    3.612    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\api.py:109(_get_combined_index)
   105954    0.125    0.000    0.306    0.000 <__array_function__ internals>:2(can_cast)
    17661    0.125    0.000    5.538    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\construction.py:143(init_ndarray)
    86175    0.122    0.000    0.864    0.000 ..\highway_env\vehicle\controller.py:109(follow_road)
   211896    0.121    0.000    0.142    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\range.py:452(equals)
   529752    0.120    0.000    0.120    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:179(blklocs)
   141264    0.120    0.000    0.555    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:1720(is_integer)
   158937    0.120    0.000    4.855    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:5210(_consolidate_inplace)
    52977    0.119    0.000    0.229    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:2024(_preprocess_slice_or_indexer)
   356705    0.119    0.000    0.406    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\_asarray.py:86(asanyarray)
     3413    0.116    0.000   16.241    0.005 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\MaPPO.py:419(exploration_action)
     3413    0.115    0.000  392.952    0.115 ..\highway_env\envs\common\abstract.py:239(step)
   512127    0.112    0.000    0.112    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:1175(name)
    52977    0.112    0.000    0.199    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\construction.py:651(_validate_or_indexify_columns)
     3413    0.112    0.000  398.975    0.117 ..\highway_env\envs\highway_env_v1.py:146(step)
    69110    0.111    0.000    0.111    0.000 ..\highway_env\vehicle\kinematics.py:143(clip_actions)
   635724    0.111    0.000    0.111    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1839(<lambda>)
     3413    0.111    0.000    3.130    0.001 ..\highway_env\envs\highway_env_v1.py:124(_regional_reward)
   158937    0.110    0.000    4.042    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:970(consolidate)
    18430    0.109    0.000    0.109    0.000 {method 'view' of 'torch._C._TensorBase' objects}
   194271    0.109    0.000    2.130    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:595(condition)
    70632    0.109    0.000    0.176    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\range.py:349(get_loc)
       13    0.109    0.008  427.875   32.913 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\MaPPO.py:105(interact)
   494424    0.108    0.000    0.108    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\numerictypes.py:554(<listcomp>)
    15576    0.107    0.000    0.107    0.000 {method 'zero_' of 'torch._C._TensorBase' objects}
    70632    0.106    0.000    0.344    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:3213(_maybe_update_cacher)
    17661    0.104    0.000    2.706    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1898(_consolidate)
   105954    0.103    0.000    1.083    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:1685(is_boolean)
   776952    0.102    0.000    0.102    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\numeric.py:150(is_all_dates)
   635688    0.102    0.000    0.102    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\series.py:381(_constructor)
    35322    0.101    0.000    0.284    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\api.py:289(<setcomp>)
    35322    0.101    0.000    0.164    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:292(getitem_block)
   638092    0.100    0.000    0.100    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\multiarray.py:1043(copyto)
    69913    0.100    0.000    0.100    0.000 {method 'argmin' of 'numpy.ndarray' objects}
    35316    0.099    0.000    0.794    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\numerictypes.py:569(find_common_type)
   194265    0.098    0.000    0.117    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:348(is_datetime64_dtype)
    35316    0.098    0.000    0.253    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\_config\config.py:86(_get_single_key)
   105966    0.098    0.000    0.098    0.000 {pandas._libs.lib.array_equivalent_object}
    52977    0.097    0.000   11.420    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:4703(get_indexer_for)
    70632    0.097    0.000    0.576    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexers.py:258(length_of_indexer)
   123621    0.096    0.000    0.124    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:382(_get_block_manager_axis)
   105954    0.096    0.000    0.832    0.000 {method 'max' of 'numpy.ndarray' objects}
   194259    0.095    0.000    2.889    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\missing.py:47(isna)
   231345    0.095    0.000    0.164    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\cast.py:1595(construct_1d_ndarray_preserving_na)
    67700    0.095    0.000   20.786    0.000 ..\highway_env\vehicle\controller.py:273(act)
