         985027882 function calls (967092260 primitive calls) in 990.551 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   135880    0.192    0.000    0.241    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\frozen.py:66(__getitem__)
   544848    0.191    0.000    0.191    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:3611(_check_setitem_copy)
   569507    0.188    0.000    0.188    0.000 {built-in method builtins.iter}
   136212    0.188    0.000    1.161    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexers.py:258(length_of_indexer)
   271760    0.187    0.000    0.245    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:382(_get_block_manager_axis)
   815280    0.185    0.000    0.185    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1839(<lambda>)
    68106    0.183    0.000    1.619    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\numerictypes.py:569(find_common_type)
   136212    0.183    0.000    0.432    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexers.py:68(is_scalar_indexer)
   347810    0.183    0.000    0.183    0.000 {method 'startswith' of 'str' objects}
   544848    0.182    0.000    1.700    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexers.py:52(is_list_like_indexer)
   136212    0.182    0.000    5.689    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:244(make_block)
   127878    0.180    0.000    0.180    0.000 {built-in method numpy.zeros}
    18000    0.177    0.000    0.177    0.000 {method 'addcmul_' of 'torch._C._TensorBase' objects}
   136212    0.177    0.000    1.088    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:675(copy)
   272424    0.174    0.000    2.910    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1903(<lambda>)
   339866    0.174    0.000   10.532    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\missing.py:47(isna)
    68106    0.173    0.000    0.838    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\shape_base.py:223(vstack)
  1124679    0.172    0.000    0.245    0.000 {method 'add' of 'set' objects}
   124530    0.172    0.000    0.207    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\getlimits.py:366(__new__)
   416162    0.171    0.000    0.171    0.000 ..\highway_env\envs\common\observation.py:31(observer_vehicle)
   136212    0.166    0.000    1.561    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:613(view)
   271760    0.165    0.000    0.400    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\common.py:197(any_not_none)
    67774    0.162    0.000    4.175    0.000 ..\highway_env\envs\common\observation.py:220(<listcomp>)
   953484    0.161    0.000    0.161    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:201(internal_values)
   339866    0.159    0.000    1.443    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\_methods.py:56(_all)
   136212    0.159    0.000   11.589    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:542(setitem)
    80012    0.158    0.000    6.212    0.000 ..\highway_env\vehicle\behavior.py:102(step)
     9975    0.155    0.000   64.273    0.006 ..\highway_env\envs\common\graphics.py:92(display)
   135880    0.152    0.000   27.847    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\construction.py:709(_convert_object_array)
    23244    0.151    0.000    0.710    0.000 ..\highway_env\vehicle\behavior.py:141(desired_gap)
   136212    0.151    0.000    0.502    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\cast.py:1700(convert_scalar_for_putitemlike)
    68106    0.151    0.000   16.622    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:5270(values)
    80012    0.150    0.000    1.738    0.000 ..\highway_env\vehicle\behavior.py:186(change_lane_policy)
   271760    0.150    0.000    0.150    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\concat.py:147(<setcomp>)
   271760    0.150    0.000    1.407    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\_methods.py:53(_any)
   907710    0.149    0.000    0.149    0.000 {method 'items' of 'dict' objects}
   257355    0.148    0.000    0.403    0.000 <__array_function__ internals>:2(squeeze)
   339866    0.148    0.000    0.179    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:233(_is_single_block)
   818604    0.148    0.000    0.148    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\multiarray.py:1043(copyto)
     1500    0.145    0.000    0.145    0.000 {built-in method ones_like}
   815280    0.140    0.000    0.140    0.000 {pandas._libs.algos.ensure_object}
   136212    0.140    0.000    1.701    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:804(copy_func)
   136212    0.140    0.000    0.293    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\concat.py:194(dtype)
   271760    0.137    0.000    0.188    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\util\_validators.py:208(validate_bool_kwarg)
   272424    0.137    0.000    0.781    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\ops\dispatch.py:11(should_extension_dispatch)
    68106    0.136    0.000    0.161    0.000 ..\highway_env\envs\common\observation.py:216(<listcomp>)
   135880    0.135    0.000    0.363    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\api.py:91(<listcomp>)
       25    0.135    0.005  201.039    8.042 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\MaPPO.py:451(evaluation)
    27694    0.134    0.000    1.560    0.000 ..\highway_env\vehicle\controller.py:310(speed_to_index)
   271760    0.133    0.000    0.564    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1861(_shape_compat)
   408636    0.133    0.000    0.133    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:232(attrs)
   134544    0.132    0.000    0.132    0.000 ..\highway_env\utils.py:15(lmap)
     2496    0.131    0.000    0.131    0.000 {method '_write_file' of 'torch._C.CudaFloatStorageBase' objects}
   407640    0.131    0.000    0.164    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1689(<genexpr>)
   749169    0.129    0.000    0.129    0.000 {method 'clear' of 'dict' objects}
   610962    0.129    0.000    0.129    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\concat.py:483(<genexpr>)
  1089724    0.128    0.000    0.128    0.000 {built-in method builtins.callable}
   203654    0.128    0.000    0.128    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\concat.py:66(<listcomp>)
   136212    0.127    0.000    0.443    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexers.py:91(is_empty_indexer)
    17976    0.127    0.000    0.127    0.000 {method 'zero_' of 'torch._C._TensorBase' objects}
    68772    0.126    0.000    1.855    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\functional.py:1581(log_softmax)
   271760    0.125    0.000    0.213    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\cast.py:1595(construct_1d_ndarray_preserving_na)
    22424    0.123    0.000   22.375    0.001 ..\highway_env\envs\common\action.py:218(act)
   747266    0.122    0.000    0.157    0.000 {built-in method builtins.next}
   271760    0.122    0.000    0.138    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\construction.py:638(<genexpr>)
   136212    0.121    0.000    0.121    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexing.py:237(loc)
   136212    0.119    0.000    0.119    0.000 {method 'index' of 'range' objects}
    68106    0.118    0.000    0.431    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\concat.py:317(<listcomp>)
    19950    0.118    0.000    0.164    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\numeric.py:1308(normalize_axis_tuple)
   136212    0.116    0.000    0.651    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:5240(_is_mixed_type)
   544848    0.116    0.000    0.116    0.000 {pandas._libs.lib.item_from_zerodim}
   136212    0.116    0.000    0.237    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:697(is_mixed_type)
    38045    0.115    0.000    0.115    0.000 ..\highway_env\vehicle\graphics.py:90(<listcomp>)
    68106    0.115    0.000   15.927    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\construction.py:450(_get_axes)
   407972    0.114    0.000    0.114    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:259(items)
   407640    0.113    0.000    0.343    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\reshape\concat.py:570(<genexpr>)
    68106    0.112    0.000    0.179    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\construction.py:289(_prep_ndarray)
    27694    0.109    0.000    0.109    0.000 {method 'round' of 'numpy.ndarray' objects}
   272424    0.109    0.000    0.417    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\ops\__init__.py:307(_align_method_SERIES)
    19500    0.108    0.000    0.537    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\functional.py:1211(norm)
     9975    0.106    0.000    0.334    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\numeric.py:1371(moveaxis)
   136212    0.106    0.000    0.150    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexers.py:117(check_setitem_lengths)
   408636    0.103    0.000    0.103    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\series.py:381(_constructor)
   136212    0.103    0.000    0.712    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\cast.py:780(maybe_infer_dtype_type)
   437415    0.101    0.000    0.101    0.000 {method 'get' of 'dict' objects}
   136212    0.101    0.000    0.338    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\generic.py:5242(<lambda>)
   136212    0.100    0.000    0.119    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\concat.py:185(needs_filling)
   681060    0.100    0.000    0.100    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\numeric.py:150(is_all_dates)
   135880    0.099    0.000    0.099    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\construction.py:643(<listcomp>)
    73082    0.099    0.000    0.118    0.000 ..\highway_env\road\road.py:147(side_lanes)
   136212    0.098    0.000    0.098    0.000 {method 'view' of 'numpy.ndarray' objects}
      286    0.098    0.000    0.098    0.000 {built-in method nt.listdir}
    89696    0.096    0.000    9.927    0.000 ..\highway_env\envs\highway_env_v1.py:52(<genexpr>)
    38045    0.096    0.000    0.096    0.000 {built-in method pygame.transform.rotate}
    68106    0.096    0.000    0.471    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\fromnumeric.py:999(argsort)
    22702    0.095    0.000  514.572    0.023 ..\highway_env\envs\common\observation.py:419(observe)
   135880    0.095    0.000    0.199    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\reshape\concat.py:511(_get_result_dim)
   136212    0.094    0.000    0.144    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\concat.py:493(<genexpr>)
   135880    0.093    0.000    0.093    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\api.py:254(<setcomp>)
   272424    0.093    0.000    0.118    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexers.py:85(<genexpr>)
    68106    0.093    0.000    0.239    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\common.py:1223(is_numeric_dtype)
   136212    0.092    0.000    1.793    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:807(<listcomp>)
    68772    0.092    0.000    1.946    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\activation.py:1268(forward)
   543520    0.091    0.000    0.091    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\common.py:201(<genexpr>)
   135880    0.089    0.000    0.089    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\common.py:176(not_none)
   136212    0.089    0.000    0.123    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:111(_simple_new)
    59772    0.088    0.000    0.195    0.000 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\common\utils.py:32(index_to_one_hot)
    68106    0.088    0.000    1.014    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:2000(inferred_type)
   339912    0.088    0.000    0.088    0.000 {method 'upper' of 'str' objects}
   134544    0.087    0.000    0.087    0.000 ..\highway_env\envs\highway_env_v1.py:59(<listcomp>)
   136212    0.087    0.000    0.539    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\dtypes\inference.py:185(is_array_like)
   339866    0.086    0.000    0.086    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\numeric.py:81(_validate_dtype)
   407640    0.085    0.000    0.085    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\common.py:180(<genexpr>)
   135271    0.085    0.000    0.085    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     9975    0.085    0.000   59.138    0.006 ..\highway_env\road\graphics.py:228(display)
    41895    0.085    0.000    0.273    0.000 ..\highway_env\road\graphics.py:66(is_visible)
     2500    0.083    0.000    8.029    0.003 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\MaPPO.py:427(action)
    68106    0.083    0.000    1.086    0.000 <__array_function__ internals>:2(vstack)
   339866    0.082    0.000    0.082    0.000 {pandas._libs.lib.is_iterator}
    68106    0.082    0.000    0.612    0.000 <__array_function__ internals>:2(argsort)
   136212    0.082    0.000    0.082    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:287(_slice)
   356998    0.081    0.000    0.081    0.000 ..\highway_env\envs\highway_env_v1.py:184(<genexpr>)
   257355    0.081    0.000    0.122    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\fromnumeric.py:1428(squeeze)
   271760    0.080    0.000    0.109    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\construction.py:683(<genexpr>)
   408250    0.080    0.000    0.080    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\multiarray.py:143(concatenate)
   407972    0.077    0.000    0.077    0.000 {pandas._libs.lib.is_bool}
   476742    0.076    0.000    0.076    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\shape_base.py:78(_atleast_2d_dispatcher)
    19950    0.076    0.000    2.626    0.000 ..\highway_env\road\graphics.py:169(continuous_line)
    68106    0.075    0.000    0.241    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\concat.py:490(_is_uniform_reindex)
     1500    0.075    0.000    2.110    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\optim\adam.py:55(step)
   407331    0.074    0.000    0.074    0.000 {method 'pop' of 'dict' objects}
   136212    0.073    0.000    0.073    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexing.py:100(iloc)
     2525    0.070    0.000    5.697    0.002 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\common\utils.py:82(add_frame)
    54696    0.069    0.000    0.232    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\tensor.py:596(__hash__)
     2700    0.066    0.000    0.276    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\utils\tensorboard\summary.py:233(scalar)
     9975    0.066    0.000   23.922    0.002 ..\highway_env\envs\common\graphics.py:136(get_image)
     1500    0.066    0.000    0.066    0.000 {built-in method stack}
     9975    0.064    0.000  101.155    0.010 ..\highway_env\envs\common\abstract.py:329(render)
    22424    0.064    0.000   10.067    0.000 ..\highway_env\envs\highway_env_v1.py:51(_reward)
   203986    0.064    0.000    0.064    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:590(dtype)
   602383    0.064    0.000    0.064    0.000 {built-in method builtins.id}
   408304    0.063    0.000    0.063    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:1378(nlevels)
     9975    0.063    0.000    2.552    0.000 ..\highway_env\road\graphics.py:242(display_traffic)
   204318    0.061    0.000    0.085    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\concat.py:332(<genexpr>)
    38045    0.060    0.000    0.120    0.000 ..\highway_env\vehicle\graphics.py:143(get_color)
     9975    0.060    0.000    0.088    0.000 ..\highway_env\road\graphics.py:76(move_display_window_to)
69403/19069    0.057    0.000    0.062    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\module.py:1222(named_modules)
       26    0.057    0.002    0.299    0.011 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\serialization.py:450(_save)
    14299    0.056    0.000    5.231    0.000 ..\highway_env\utils.py:89(rotated_rectangles_intersect)
   135880    0.056    0.000    0.056    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\frame.py:421(_constructor)
   190225    0.055    0.000    0.055    0.000 {method 'rotate' of 'pygame.math.Vector2' objects}
   136212    0.055    0.000    0.084    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\common.py:283(is_null_slice)
    68106    0.054    0.000    0.114    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\shape_base.py:219(_vhstack_dispatcher)
   272424    0.054    0.000    0.054    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:388(<dictcomp>)
    20973    0.053    0.000    0.053    0.000 {method 'detach' of 'torch._C._TensorBase' objects}
       50    0.052    0.001    0.052    0.001 {method 'release' of 'cv2.VideoWriter' objects}
     1500    0.052    0.000    0.635    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\optim\optimizer.py:167(zero_grad)
    38045    0.052    0.000    0.097    0.000 ..\highway_env\vehicle\graphics.py:91(<listcomp>)
     1500    0.051    0.000    0.786    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\utils\clip_grad.py:36(<listcomp>)
    68106    0.047    0.000    0.047    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:1646(is_unique)
   136212    0.046    0.000    0.066    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\common.py:303(is_full_slice)
    68106    0.046    0.000    0.227    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:213(get_values)
   271906    0.046    0.000    0.046    0.000 {method 'extend' of 'list' objects}
      116    0.046    0.000    0.046    0.000 {built-in method io.open}
      681    0.045    0.000    0.045    0.000 {built-in method nt._isdir}
   281654    0.045    0.000    0.045    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\fromnumeric.py:1191(_argmin_dispatcher)
      155    0.045    0.000    0.045    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\zmq\sugar\socket.py:474(send)
   272424    0.045    0.000    0.045    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\base.py:637(ndim)
    19924    0.044    0.000    0.239    0.000 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\MaPPO.py:150(<listcomp>)
     6955    0.043    0.000    1.489    0.000 ..\highway_env\vehicle\behavior.py:225(mobil)
    23244    0.043    0.000    0.292    0.000 ..\highway_env\vehicle\kinematics.py:161(lane_distance_to)
   260055    0.043    0.000    0.043    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
    19838    0.042    0.000    0.288    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\module.py:1055(_named_members)
    18000    0.042    0.000    0.042    0.000 {method 'to' of 'torch._C._TensorBase' objects}
    68106    0.040    0.000    0.050    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\blocks.py:276(__len__)
   195505    0.040    0.000    0.040    0.000 {method 'keys' of 'dict' objects}
     1500    0.040    0.000    0.051    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\tensor.py:21(wrapped)
     9975    0.038    0.000   23.442    0.002 X:\Anaconda\envs\marl_cav\lib\site-packages\pygame\_numpysurfarray.py:143(array3d)
    89696    0.038    0.000    0.069    0.000 ..\highway_env\envs\highway_env_v1.py:146(<genexpr>)
    68106    0.038    0.000    0.060    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\shape_base.py:208(_arrays_for_stack_dispatcher)
    67272    0.036    0.000    0.036    0.000 ..\highway_env\envs\common\abstract.py:84(vehicle)
    27694    0.036    0.000    0.478    0.000 <__array_function__ internals>:2(round_)
    67272    0.035    0.000    0.035    0.000 ..\highway_env\envs\common\action.py:48(controlled_vehicle)
    27694    0.035    0.000    0.035    0.000 ..\highway_env\vehicle\controller.py:298(index_to_speed)
    68106    0.035    0.000    0.046    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:3899(_get_engine_target)
     1500    0.034    0.000    0.063    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\tensor.py:513(__rdiv__)
      278    0.034    0.000    0.073    0.000 ..\highway_env\road\road.py:244(__init__)
    27694    0.034    0.000    0.413    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\fromnumeric.py:3628(round_)
     9975    0.034    0.000    0.395    0.000 <__array_function__ internals>:2(moveaxis)
      750    0.033    0.000    0.033    0.000 {built-in method torch._C._nn.mse_loss}
   257355    0.032    0.000    0.032    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\fromnumeric.py:1424(_squeeze_dispatcher)
    67272    0.031    0.000    0.031    0.000 ..\highway_env\envs\highway_env_v1.py:187(_agent_is_terminal)
      750    0.028    0.000    0.028    0.000 {built-in method clamp}
     1662    0.028    0.000    0.088    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\gym\spaces\box.py:25(__init__)
   136212    0.028    0.000    0.028    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\numeric.py:237(inferred_type)
      278    0.027    0.000    0.032    0.000 X:\Anaconda\envs\marl_cav\lib\contextlib.py:49(inner)
    27694    0.026    0.000    0.330    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\fromnumeric.py:3168(around)
      278    0.026    0.000    0.069    0.000 ..\highway_env\road\road.py:203(straight_road_network)
    68106    0.026    0.000    0.026    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\internals\managers.py:1931(<listcomp>)
     1500    0.026    0.000    0.026    0.000 {method 'reciprocal' of 'torch._C._TensorBase' objects}
    27694    0.025    0.000    0.379    0.000 <__array_function__ internals>:2(around)
    19950    0.025    0.000    0.031    0.000 ..\highway_env\road\graphics.py:183(<listcomp>)
       26    0.025    0.001    0.100    0.004 {method 'dump' of '_pickle.Pickler' objects}
    19924    0.024    0.000    0.037    0.000 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\single_agent\Memory_common.py:26(_push_one)
    22424    0.024    0.000    0.024    0.000 ..\highway_env\envs\common\abstract.py:288(<listcomp>)
    22424    0.024    0.000    0.024    0.000 ..\highway_env\envs\common\abstract.py:159(_cost)
   135880    0.023    0.000    0.023    0.000 {function FrozenList.__getitem__ at 0x000002A8E37D68C8}
     9975    0.022    0.000    1.479    0.000 ..\highway_env\envs\common\graphics.py:83(handle_events)
   136212    0.022    0.000    0.022    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexing.py:922(_has_valid_setitem_indexer)
     7500    0.022    0.000    0.022    0.000 {method 'argmax' of 'numpy.ndarray' objects}
     1500    0.022    0.000    0.368    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\utils\tensorboard\writer.py:348(add_scalars)
    62166    0.021    0.000    0.044    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\serialization.py:453(persistent_id)
    78950    0.020    0.000    0.020    0.000 {method 'get_width' of 'pygame.Surface' objects}
   136213    0.019    0.000    0.019    0.000 {method 'values' of 'dict' objects}
     9975    0.019    0.000   23.461    0.002 X:\Anaconda\envs\marl_cav\lib\site-packages\pygame\surfarray.py:116(array3d)
     9295    0.019    0.000    0.026    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\module.py:781(__setattr__)
    89696    0.019    0.000    0.019    0.000 ..\highway_env\envs\highway_env_v1.py:177(<genexpr>)
    68106    0.018    0.000    0.018    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\fromnumeric.py:995(_argsort_dispatcher)
     2496    0.018    0.000    0.031    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\tensor.py:83(__reduce_ex__)
      750    0.018    0.000    0.018    0.000 {built-in method min}
      750    0.018    0.000    0.018    0.000 {built-in method mean}
    48020    0.018    0.000    0.018    0.000 {method 'get_size' of 'pygame.Surface' objects}
     2700    0.018    0.000    0.099    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\utils\tensorboard\writer.py:84(add_summary)
    20278    0.018    0.000    0.018    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
    79822    0.017    0.000    0.017    0.000 ..\highway_env\utils.py:11(do_every)
     2707    0.017    0.000    0.017    0.000 {method 'SerializeToString' of 'google.protobuf.pyext._message.CMessage' objects}
      278    0.017    0.000    7.044    0.025 ..\highway_env\envs\common\abstract.py:169(reset)
     1500    0.016    0.000    0.437    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\utils\clip_grad.py:27(<listcomp>)
   152180    0.016    0.000    0.016    0.000 ..\highway_env\vehicle\graphics.py:92(<lambda>)
    19950    0.016    0.000    0.033    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\numeric.py:1358(<listcomp>)
   152180    0.015    0.000    0.015    0.000 ..\highway_env\vehicle\graphics.py:93(<lambda>)
    77945    0.015    0.000    0.015    0.000 {method 'get_height' of 'pygame.Surface' objects}
     2714    0.015    0.000    0.043    0.000 X:\Anaconda\envs\marl_cav\lib\queue.py:115(put)
      834    0.015    0.000    0.033    0.000 ..\highway_env\road\lane.py:125(__init__)
     1500    0.015    0.000    1.720    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\tensor.py:181(backward)
    68106    0.014    0.000    0.014    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\indexes\base.py:561(<lambda>)
    62166    0.014    0.000    0.014    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\__init__.py:265(is_storage)
     6285    0.013    0.000    0.018    0.000 X:\Anaconda\envs\marl_cav\lib\ntpath.py:122(splitdrive)
    17976    0.012    0.000    0.012    0.000 {method 'requires_grad_' of 'torch._C._TensorBase' objects}
    22424    0.012    0.000    0.012    0.000 ..\highway_env\envs\common\abstract.py:287(<listcomp>)
     2937    0.012    0.000    0.012    0.000 {method 'acquire' of '_thread.lock' objects}
