         985027882 function calls (967092260 primitive calls) in 990.551 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       69    0.001    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2412(__init__)
      121    0.001    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2916(<listcomp>)
        1    0.001    0.001    0.001    0.001 {built-in method win32api.RegOpenKey}
      281    0.001    0.000    0.019    0.000 <frozen importlib._bootstrap>:982(_gcd_import)
      176    0.001    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\pkgutil.py:402(get_importer)
        1    0.000    0.000    0.036    0.036 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:75(<module>)
      253    0.000    0.000    0.002    0.000 X:\Anaconda\envs\marl_cav\lib\ntpath.py:67(isabs)
      202    0.000    0.000    0.043    0.000 X:\Anaconda\envs\marl_cav\lib\genericpath.py:16(exists)
     2736    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       34    0.000    0.000    0.062    0.002 X:\Anaconda\envs\marl_cav\lib\sre_compile.py:557(compile)
        1    0.000    0.000    0.065    0.065 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:1861(error)
     1479    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       39    0.000    0.000    0.052    0.001 <frozen importlib._bootstrap_external>:1117(_get_spec)
       25    0.000    0.000    0.000    0.000 {built-in method pygame.time.Clock}
       52    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\optim\optimizer.py:98(<dictcomp>)
       80    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:3178(_find_adapter)
      355    0.000    0.000    0.006    0.000 <__array_function__ internals>:2(sum)
       50    0.000    0.000    0.053    0.001 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\common\utils.py:85(release)
      423    0.000    0.000    0.006    0.000 X:\Anaconda\envs\marl_cav\lib\ntpath.py:241(dirname)
       52    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\optim\optimizer.py:88(pack_group)
     1192    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:76(<lambda>)
   131/65    0.000    0.000    0.005    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3363(copy)
      237    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\sre_compile.py:388(_simple)
     1192    0.000    0.000    0.002    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:74(__lt__)
      278    0.000    0.000    0.008    0.000 {method 'mean' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.009    0.009 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\utils\tensorboard\writer.py:161(__init__)
     1269    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
       26    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedWriter' objects}
       12    0.000    0.000    0.005    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2653(__init__)
       11    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
       84    0.000    0.000    0.002    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3390(__init__)
     4170    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      121    0.000    0.000    0.115    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2310(fixup_namespace_packages)
      330    0.000    0.000    0.000    0.000 {built-in method from_bytes}
    148/3    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1370(_parseNoCache)
      715    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:285(tell)
      270    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:37(_relax_case)
       50    0.000    0.000    0.006    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:353(get_provider)
     1662    0.000    0.000    0.000    0.000 ..\highway_env\envs\common\observation.py:40(observer_vehicle)
     39/4    0.000    0.000    0.657    0.164 <frozen importlib._bootstrap>:936(_find_and_load_unlocked)
      828    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:171(append)
        7    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
      167    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:369(__init__)
     37/2    0.000    0.000    0.653    0.326 <frozen importlib._bootstrap>:651(_load_unlocked)
      248    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       82    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3719(__init__)
      400    0.000    0.000    0.003    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1579(_parents)
       43    0.000    0.000    0.017    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1416(get_metadata)
     1841    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2366(_normalize_cached)
       52    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\optim\optimizer.py:91(<dictcomp>)
        1    0.000    0.000    0.001    0.001 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:771(__init__)
     1662    0.000    0.000    0.000    0.000 ..\highway_env\envs\common\action.py:55(controlled_vehicle)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1103(ParserElement)
      262    0.000    0.000    0.005    0.000 X:\Anaconda\envs\marl_cav\lib\ntpath.py:234(basename)
        1    0.000    0.000    0.000    0.000 {built-in method win32api.GetFullPathName}
        1    0.000    0.000    0.008    0.008 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:4(<module>)
     1638    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:420(_parse_letter_version)
        9    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
       52    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:263(cache_from_source)
      294    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
      253    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\posixpath.py:64(isabs)
       27    0.000    0.000    0.018    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1039(_trim_arity)
       34    0.000    0.000    0.032    0.001 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:844(parse)
      160    0.000    0.000    0.036    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1409(has_metadata)
       26    0.000    0.000    0.018    0.001 X:\Anaconda\envs\marl_cav\lib\traceback.py:200(extract_stack)
      642    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
      250    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1944(__init__)
      149    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\enum.py:797(__or__)
      850    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:159(__len__)
      321    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:151(__exit__)
      122    0.000    0.000    0.156    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:3294(<genexpr>)
      901    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\sre_compile.py:102(fixup)
        1    0.000    0.000    0.017    0.017 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:971(flush)
      185    0.000    0.000    0.037    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1613(_has)
      252    0.000    0.000    0.002    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1317(safe_name)
      281    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:917(_sanity_check)
      355    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\fromnumeric.py:71(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       29    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:1544(isEnabledFor)
       25    0.000    0.000    0.018    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1250(setParseAction)
     1479    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      278    0.000    0.000    0.000    0.000 ..\highway_env\envs\highway_env_v1.py:197(<listcomp>)
      122    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:667(__iter__)
      252    0.000    0.000    0.002    0.000 X:\Anaconda\envs\marl_cav\lib\re.py:184(sub)
        1    0.000    0.000    0.082    0.082 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:4(<module>)
      631    0.000    0.000    0.090    0.000 <frozen importlib._bootstrap_external>:94(_path_isfile)
      174    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2407(yield_lines)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:471(__init__)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
     34/5    0.000    0.000    0.007    0.001 X:\Anaconda\envs\marl_cav\lib\copy.py:236(_deepcopy_dict)
      496    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\copyreg.py:87(__newobj__)
      590    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       26    0.000    0.000    0.018    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1047(extract_stack)
     1133    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       97    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:294(_class_escape)
      350    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2374(_is_egg_path)
     1141    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       34    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       50    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1390(__init__)
       34    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\sre_compile.py:482(_compile_info)
     26/2    0.000    0.000    0.652    0.326 <frozen importlib._bootstrap_external>:672(exec_module)
       52    0.000    0.000    0.002    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\optim\optimizer.py:75(state_dict)
      211    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\_weakrefset.py:26(__exit__)
      222    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\_weakrefset.py:81(add)
       25    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\_methods.py:232(_std)
      321    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
      163    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\threading.py:1062(_wait_for_tstate_lock)
       52    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\serialization.py:193(_is_path)
        1    0.000    0.000    0.053    0.053 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:1446(handle)
      104    0.000    0.000    0.008    0.000 X:\Anaconda\envs\marl_cav\lib\traceback.py:283(line)
       83    0.000    0.000    0.003    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1821(__add__)
      350    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2381(_is_zip_egg)
       33    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\ntpath.py:472(normpath)
       78    0.000    0.000    0.008    0.000 X:\Anaconda\envs\marl_cav\lib\linecache.py:15(getline)
       26    0.000    0.000    0.008    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\IPython\core\compilerop.py:137(check_linecache_ipython)
       26    0.000    0.000    0.008    0.000 X:\Anaconda\envs\marl_cav\lib\linecache.py:53(checkcache)
       26    0.000    0.000    0.025    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2779(__init__)
      429    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
    34/33    0.000    0.000    0.002    0.000 X:\Anaconda\envs\marl_cav\lib\typing.py:875(__extrahook__)
       48    0.000    0.000    0.003    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1948(__or__)
      278    0.000    0.000    0.000    0.000 ..\highway_env\road\road.py:22(__init__)
      114    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
       26    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:485(_compile_bytecode)
        1    0.000    0.000    0.011    0.011 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:5399(pyparsing_common)
      834    0.000    0.000    0.000    0.000 ..\highway_env\envs\common\action.py:189(vehicle_class)
        3    0.000    0.000    0.000    0.000 {built-in method torch.cuda._get_device_properties}
      102    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\ipykernel\iostream.py:310(_is_master_process)
     1246    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.003    0.002 X:\Anaconda\envs\marl_cav\lib\collections\__init__.py:357(namedtuple)
      376    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2389(_is_unpacked_egg)
       29    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\threading.py:215(__init__)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:318(__exit__)
        8    0.000    0.000    0.024    0.003 X:\Anaconda\envs\marl_cav\lib\shutil.py:231(copy)
        1    0.000    0.000    0.001    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\six.py:1(<module>)
       20    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\sre_compile.py:378(<listcomp>)
      211    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\_weakrefset.py:20(__enter__)
    61/11    0.000    0.000    0.004    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3288(leaveWhitespace)
      120    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2368(__init__)
      203    0.000    0.000    0.006    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1406(_get_metadata_path)
        4    0.000    0.000    5.491    1.373 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\module.py:449(cuda)
       87    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\_weakrefset.py:36(__init__)
       38    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\codecs.py:318(decode)
       52    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\optim\optimizer.py:93(<listcomp>)
     1375    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      274    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       42    0.000    0.000    0.034    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2568(_version_from_file)
       28    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
   138/69    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\configparser.py:765(get)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
       46    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\os.py:664(__getitem__)
       26    0.000    0.000    0.023    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\serialization.py:210(__init__)
   131/65    0.000    0.000    0.004    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3365(<listcomp>)
       25    0.000    0.000    0.005    0.000 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\common\utils.py:64(agg_double_list)
        1    0.000    0.000    0.031    0.031 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:4(<module>)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:219(_acquireLock)
       81    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:342(_escape)
        8    0.000    0.000    0.004    0.001 X:\Anaconda\envs\marl_cav\lib\threading.py:533(wait)
    42/22    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\typing.py:1164(__setattr__)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\IPython\core\interactiveshell.py:1067(user_global_ns)
      468    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2153(__str__)
      253    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\posixpath.py:41(_get_sep)
      102    0.000    0.000    0.007    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\ipykernel\iostream.py:323(_schedule_flush)
      407    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3581(<genexpr>)
        2    0.000    0.000  990.589  495.294 X:\Anaconda\envs\marl_cav\lib\site-packages\IPython\core\interactiveshell.py:2848(run_code)
       52    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2826(__str__)
        1    0.000    0.000    0.637    0.637 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:16(<module>)
       25    0.000    0.000    0.019    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pygame\pkgdata.py:34(getResource)
       50    0.000    0.000    0.005    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1593(__init__)
       54    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      726    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:490(<lambda>)
       26    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      127    0.000    0.000    0.019    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
    77/62    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3434(__str__)
       25    0.000    0.000    0.001    0.000 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\common\utils.py:67(<listcomp>)
      116    0.000    0.000    0.000    0.000 ..\highway_env\envs\common\graphics.py:161(handle_event)
       24    0.000    0.000    0.004    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\parameter.py:28(__deepcopy__)
        1    0.000    0.000    0.019    0.019 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:4(<module>)
        5    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\abc.py:132(__new__)
       50    0.000    0.000    0.004    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1597(_setup_prefix)
  112/108    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:372(__init__)
       35    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2742(__str__)
       26    0.000    0.000    0.008    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\serialization.py:263(_open_zipfile_writer)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\configparser.py:1113(_join_multiline_values)
      339    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2159(streamline)
      314    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\copy.py:252(_keep_alive)
        1    0.000    0.000    0.021    0.021 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:333(Specifier)
       73    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:84(opengroup)
       25    0.000    0.000    7.716    0.309 ..\highway_env\envs\common\graphics.py:155(close)
      170    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3439(<genexpr>)
    54/10    0.000    0.000    0.002    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3762(streamline)
      211    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\_weakrefset.py:16(__init__)
       43    0.000    0.000    0.017    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1431(get_metadata_lines)
        1    0.000    0.000    0.426    0.426 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:3267(_initialize_master_working_set)
       39    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\_collections_abc.py:657(get)
       34    0.000    0.000    0.029    0.001 X:\Anaconda\envs\marl_cav\lib\sre_compile.py:542(_code)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:752(_addHandlerRef)
       18    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\ntpath.py:44(normcase)
      138    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\configparser.py:1131(_unify_values)
       78    0.000    0.000    0.007    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\_fx\graph_module.py:24(patched_getline)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       26    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
       27    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
      266    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3270(<genexpr>)
     1258    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2110(__bool__)
       25    0.000    0.000    0.011    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1131(resource_exists)
       83    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\six.py:141(__init__)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
       52    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\optim\optimizer.py:90(<dictcomp>)
       20    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\sre_compile.py:376(_mk_bitmap)
       12    0.000    0.000    0.007    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\linear.py:85(reset_parameters)
       29    0.000    0.000    0.012    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
      222    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:81(groups)
      546    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:461(_parse_local_version)
       34    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:223(__init__)
       36    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:266(getuntil)
        2    0.000    0.000    0.018    0.009 X:\Anaconda\envs\marl_cav\lib\site-packages\win32\lib\pywintypes.py:3(__import_pywin32_system_module__)
      138    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\collections\__init__.py:877(__getitem__)
       12    0.000    0.000    0.007    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\init.py:352(kaiming_uniform_)
       26    0.000    0.000    0.023    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\serialization.py:228(_open_file_like)
      211    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\_weakrefset.py:52(_commit_removals)
       34    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:828(fix_flags)
       25    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\fromnumeric.py:3269(mean)
        1    0.000    0.000    0.001    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\utils\tensorboard\writer.py:1029(close)
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       45    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1190(setName)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
       69    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\configparser.py:405(_interpolate_some)
       48    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\__future__.py:18(get_overwrite_module_params_on_conversion)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:228(_releaseLock)
       42    0.000    0.000    0.034    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:3002(_reload_version)
        1    0.000    0.000    0.029    0.029 X:\Anaconda\envs\marl_cav\lib\site-packages\win32com\__init__.py:5(<module>)
       52    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\serialization.py:199(__init__)
       95    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\typing.py:1033(_abc_negative_cache_version)
      294    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:334(epoch)
       24    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\module.py:294(register_parameter)
